Description,epoch,train_loss,train_accuracy,test_accuracy
"Starting LR:0.01, L2Reg:1e-05, Batch Size:64",40,1.6052820527553557,46.400000000000006,41.8
"Starting LR:0.01, L2Reg:1e-05, Batch Size:64",41,1.6113927209377288,46.300000000000004,41.8
"Starting LR:0.01, L2Reg:1e-05, Batch Size:64",42,1.597078391313553,46.5,41.9
"Starting LR:0.01, L2Reg:1e-05, Batch Size:64",43,1.6068287599086761,46.400000000000006,42.0
"Starting LR:0.01, L2Reg:1e-05, Batch Size:64",44,1.6000713431835174,46.400000000000006,41.9
"Starting LR:0.01, L2Reg:1e-05, Batch Size:64",45,1.581117001771927,46.400000000000006,42.0
"Starting LR:0.01, L2Reg:1e-05, Batch Size:64",46,1.5944088220596313,46.400000000000006,41.8
"Starting LR:0.01, L2Reg:1e-05, Batch Size:64",47,1.6172020828723908,46.5,42.0
"Starting LR:0.01, L2Reg:1e-05, Batch Size:64",48,1.5857731688022614,46.5,42.0
"Starting LR:0.01, L2Reg:1e-05, Batch Size:64",49,1.6084643006324768,46.400000000000006,42.0
"Starting LR:0.01, L2Reg:1e-05, Batch Size:64",50,1.6022499346733092,46.5,41.699999999999996
"Starting LR:0.01, L2Reg:1e-05, Batch Size:64",51,1.6095521831512452,46.5,41.9
"Starting LR:0.01, L2Reg:1e-05, Batch Size:64",52,1.593586758375168,46.400000000000006,42.0
"Starting LR:0.01, L2Reg:1e-05, Batch Size:64",53,1.5876812732219696,46.400000000000006,42.1
"Starting LR:0.01, L2Reg:1e-05, Batch Size:64",54,1.6114287507534026,46.5,42.1
"Starting LR:0.01, L2Reg:1e-05, Batch Size:64",55,1.5899677109718322,46.400000000000006,42.0
"Starting LR:0.01, L2Reg:1e-05, Batch Size:64",56,1.5872449862957,46.5,42.0
"Starting LR:0.01, L2Reg:1e-05, Batch Size:64",57,1.61078507065773,46.5,42.0
"Starting LR:0.01, L2Reg:1e-05, Batch Size:64",58,1.611832379102707,46.400000000000006,42.0
"Starting LR:0.01, L2Reg:1e-05, Batch Size:64",59,1.5863208675384521,46.5,42.1
"Starting LR:0.01, L2Reg:1e-05, Batch Size:64",60,1.6002220439910888,46.5,42.0
"Starting LR:0.01, L2Reg:1e-05, Batch Size:64",61,1.5953804206848146,46.400000000000006,42.0
"Starting LR:0.01, L2Reg:1e-05, Batch Size:64",62,1.5940675985813142,46.400000000000006,42.1
"Starting LR:0.01, L2Reg:1e-05, Batch Size:64",63,1.5928145682811736,46.400000000000006,42.1
"Starting LR:0.01, L2Reg:1e-05, Batch Size:64",64,1.5941078078746795,46.5,42.0
"Starting LR:0.01, L2Reg:1e-05, Batch Size:64",65,1.5987980473041534,46.400000000000006,42.1
"Starting LR:0.01, L2Reg:1e-05, Batch Size:64",66,1.605792543888092,46.400000000000006,42.1
"Starting LR:0.01, L2Reg:1e-05, Batch Size:64",67,1.6094830191135407,46.5,42.0
"Starting LR:0.01, L2Reg:1e-05, Batch Size:64",68,1.5954420828819276,46.400000000000006,42.0
"Starting LR:0.01, L2Reg:1e-05, Batch Size:64",69,1.577184054851532,46.400000000000006,42.0
"Starting LR:0.01, L2Reg:1e-05, Batch Size:64",70,1.594694048166275,46.400000000000006,42.1
"Starting LR:0.01, L2Reg:1e-05, Batch Size:64",71,1.589675508737564,46.400000000000006,42.0
"Starting LR:0.01, L2Reg:1e-05, Batch Size:64",72,1.5961891448497771,46.5,42.0
"Starting LR:0.01, L2Reg:1e-05, Batch Size:64",73,1.6011438703536987,46.400000000000006,42.1
"Starting LR:0.01, L2Reg:1e-05, Batch Size:64",74,1.6047261381149291,46.400000000000006,42.0
"Starting LR:0.01, L2Reg:1e-05, Batch Size:64",75,1.6008115935325622,46.400000000000006,42.1
"Starting LR:0.01, L2Reg:1e-05, Batch Size:64",76,1.5862082731723786,46.400000000000006,42.1
"Starting LR:0.01, L2Reg:1e-05, Batch Size:64",77,1.610591673851013,46.400000000000006,42.1
"Starting LR:0.01, L2Reg:1e-05, Batch Size:64",78,1.5868754386901855,46.400000000000006,42.1
"Starting LR:0.01, L2Reg:1e-05, Batch Size:64",79,1.611595231294632,46.400000000000006,42.1
"Starting LR:0.01, L2Reg:1e-05, Batch Size:64",80,1.5954373943805695,46.400000000000006,42.1
Description,epoch,train_loss,train_accuracy,test_accuracy
"Starting LR:0.01, L2Reg:1e-05, Batch Size:128",1,1.8368143045902252,39.300000000000004,39.300000000000004
"Starting LR:0.01, L2Reg:1e-05, Batch Size:128",2,1.7878652608394623,40.9,40.2
"Starting LR:0.01, L2Reg:1e-05, Batch Size:128",3,1.7515799880027771,41.699999999999996,40.699999999999996
"Starting LR:0.01, L2Reg:1e-05, Batch Size:128",4,1.7356674408912658,42.0,41.0
