Description,epoch,train_loss,train_accuracy,test_accuracy
"Starting LR:0.01, L2Reg:1e-07, Batch Size:128",3,0.8739723908901215,71.1,72.39999999999999
"Starting LR:0.01, L2Reg:1e-07, Batch Size:128",4,0.8502620780467987,71.6,72.89999999999999
"Starting LR:0.01, L2Reg:1e-07, Batch Size:128",5,0.8316391342878342,71.8,73.1
"Starting LR:0.01, L2Reg:1e-07, Batch Size:128",6,0.8076675289869308,72.1,73.3
"Starting LR:0.01, L2Reg:1e-07, Batch Size:128",7,0.8168093925714492,72.2,73.5
"Starting LR:0.01, L2Reg:1e-07, Batch Size:128",8,0.8001079308986664,72.3,73.3
"Starting LR:0.01, L2Reg:1e-07, Batch Size:128",9,0.7988254553079606,72.39999999999999,73.4
"Starting LR:0.01, L2Reg:1e-07, Batch Size:128",10,0.7849236655235291,72.5,73.5
"Starting LR:0.01, L2Reg:1e-07, Batch Size:128",11,0.7831463450193406,72.7,73.6
"Starting LR:0.01, L2Reg:1e-07, Batch Size:128",12,0.7905282604694367,72.7,73.6
"Starting LR:0.01, L2Reg:1e-07, Batch Size:128",13,0.7567128568887711,72.8,73.6
"Starting LR:0.01, L2Reg:1e-07, Batch Size:128",14,0.7820985281467437,72.8,73.7
"Starting LR:0.01, L2Reg:1e-07, Batch Size:128",15,0.777147353887558,72.89999999999999,73.8
"Starting LR:0.01, L2Reg:1e-07, Batch Size:128",16,0.7801736986637116,73.0,73.8
"Starting LR:0.01, L2Reg:1e-07, Batch Size:128",17,0.7878654319047927,73.0,73.8
"Starting LR:0.01, L2Reg:1e-07, Batch Size:128",18,0.7693717527389526,73.0,73.8
"Starting LR:0.01, L2Reg:1e-07, Batch Size:128",19,0.7570403087139129,73.1,73.9
"Starting LR:0.01, L2Reg:1e-07, Batch Size:128",20,0.7725745010375976,73.1,73.8
"Starting LR:0.01, L2Reg:1e-07, Batch Size:128",21,0.7604019153118133,73.1,73.9
"Starting LR:0.01, L2Reg:1e-07, Batch Size:128",22,0.7520742297172547,73.1,73.9
"Starting LR:0.01, L2Reg:1e-07, Batch Size:128",23,0.7655464953184128,73.1,73.9
"Starting LR:0.01, L2Reg:1e-07, Batch Size:128",24,0.7593815809488297,73.2,74.1
"Starting LR:0.01, L2Reg:1e-07, Batch Size:128",25,0.7565176039934158,73.2,74.0
"Starting LR:0.01, L2Reg:1e-07, Batch Size:128",26,0.7319082325696945,73.3,74.0
"Starting LR:0.01, L2Reg:1e-07, Batch Size:128",27,0.7557412675023079,73.2,74.0
"Starting LR:0.01, L2Reg:1e-07, Batch Size:128",28,0.7526873576641083,73.3,74.0
"Starting LR:0.01, L2Reg:1e-07, Batch Size:128",29,0.748656507730484,73.3,74.0
"Starting LR:0.01, L2Reg:1e-07, Batch Size:128",30,0.7543149346113205,73.2,73.9
"Starting LR:0.01, L2Reg:1e-07, Batch Size:128",31,0.7575438541173934,73.3,74.0
"Starting LR:0.01, L2Reg:1e-07, Batch Size:128",32,0.7554362922906875,73.3,74.0
"Starting LR:0.01, L2Reg:1e-07, Batch Size:128",33,0.7582679581642151,73.3,74.0
"Starting LR:0.01, L2Reg:1e-07, Batch Size:128",34,0.7467045962810517,73.2,74.0
"Starting LR:0.01, L2Reg:1e-07, Batch Size:128",35,0.7567991691827775,73.3,74.1
"Starting LR:0.01, L2Reg:1e-07, Batch Size:128",36,0.7453440225124359,73.2,74.0
"Starting LR:0.01, L2Reg:1e-07, Batch Size:128",37,0.7415844106674194,73.3,74.0
"Starting LR:0.01, L2Reg:1e-07, Batch Size:128",38,0.7384775853157044,73.3,74.0
"Starting LR:0.01, L2Reg:1e-07, Batch Size:128",39,0.7499920052289962,73.3,74.0
"Starting LR:0.01, L2Reg:1e-07, Batch Size:128",40,0.7604594165086747,73.3,74.0
"Starting LR:0.01, L2Reg:1e-07, Batch Size:128",41,0.7410419243574142,73.3,74.0
"Starting LR:0.01, L2Reg:1e-07, Batch Size:128",42,0.7436683627963067,73.3,74.1
"Starting LR:0.01, L2Reg:1e-07, Batch Size:128",43,0.7637856024503707,73.3,74.0
